GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
comp4420-JCarter-Activity7,edu.westga.comp4420.junit_sample.model,TelephoneChecker,0,73,0,24,0,13,0,15,0,3
